/chain,,,,,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@StageTime_1_p,/stages/stage/@StageTime_1_v,/stages/stage/@StageTime_2_p,/stages/stage/@StageTime_2_v,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
32,,Company Identifier,SIC Code,SIC Description,Part_0173,Dist_0067,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0173,Dist_0068,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0173,Dist_0069,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0173,Dist_0070,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0173,Dist_0071,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0173,Dist_0072,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0173,Dist_0073,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0040,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0041,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0042,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0043,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0044,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0045,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0046,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0047,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0048,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0049,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0050,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0051,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0052,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0053,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0054,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0174,Dist_0055,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0040,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0041,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0042,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0043,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0044,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0045,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0046,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0047,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0048,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0049,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0050,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0051,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0052,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0053,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0054,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0055,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0056,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0057,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0058,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0059,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0060,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0061,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0062,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0063,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0064,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0065,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0066,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0067,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0068,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0069,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0070,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0071,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0072,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0175,Dist_0073,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0176,Dist_0040,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0176,Dist_0060,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0177,Dist_0040,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0177,Dist_0060,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0040,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0041,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0042,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0043,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0044,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0045,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0046,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0047,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0048,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0049,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0050,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0051,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0052,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0053,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0054,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0055,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0099,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0178,Dist_0100,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0040,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0041,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0042,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0043,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0044,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0045,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0046,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0047,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0048,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0049,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0050,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0051,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0052,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0053,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0054,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0055,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0099,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0179,Dist_0100,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0180,Dist_0041,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0181,Dist_0041,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0181,Dist_0061,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0182,Dist_0041,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0182,Dist_0061,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0183,Dist_0041,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0184,Dist_0042,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0185,Dist_0042,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0186,Dist_0042,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0186,Dist_0062,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0187,Dist_0042,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0187,Dist_0062,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0188,Dist_0043,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0189,Dist_0043,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0190,Dist_0043,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0190,Dist_0063,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0191,Dist_0043,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0191,Dist_0063,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0192,Dist_0044,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0193,Dist_0044,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0194,Dist_0044,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0194,Dist_0064,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0195,Dist_0044,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0195,Dist_0064,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0196,Dist_0045,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0197,Dist_0045,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0198,Dist_0045,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0198,Dist_0065,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0199,Dist_0045,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0199,Dist_0065,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0200,Dist_0046,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0201,Dist_0046,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0202,Dist_0046,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0202,Dist_0066,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0203,Dist_0046,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0203,Dist_0066,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0204,Dist_0047,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0205,Dist_0047,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0206,Dist_0047,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0206,Dist_0068,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0207,Dist_0047,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0207,Dist_0068,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0208,Dist_0048,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0209,Dist_0048,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0210,Dist_0048,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0210,Dist_0070,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0211,Dist_0048,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0211,Dist_0070,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0212,Dist_0049,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0213,Dist_0049,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0214,Dist_0049,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0214,Dist_0069,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0215,Dist_0049,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0215,Dist_0069,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0216,Dist_0050,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0216,Dist_0071,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0217,Dist_0050,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0217,Dist_0071,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0218,Dist_0050,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0219,Dist_0050,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0220,Dist_0051,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0221,Dist_0051,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0221,Dist_0072,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0222,Dist_0073,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0223,Dist_0051,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0223,Dist_0072,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0224,Dist_0051,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0225,Dist_0052,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0226,Dist_0073,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0227,Dist_0052,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0227,Dist_0056,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0228,Dist_0052,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0228,Dist_0056,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0229,Dist_0052,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0230,Dist_0053,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0230,Dist_0057,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0231,Dist_0055,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0232,Dist_0074,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0232,Dist_0075,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0232,Dist_0076,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0232,Dist_0077,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0233,Dist_0074,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0233,Dist_0075,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0233,Dist_0076,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0233,Dist_0077,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0234,Dist_0053,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0235,Dist_0054,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0235,Dist_0058,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0236,Dist_0054,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0236,Dist_0058,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0237,Dist_0054,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0238,Dist_0054,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0239,Dist_0067,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0240,Dist_0055,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0240,Dist_0059,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0241,Dist_0053,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0241,Dist_0057,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0242,Dist_0053,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0243,Dist_0055,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0243,Dist_0059,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0244,Dist_0055,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0245,Dist_0067,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0246,Dist_0074,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0247,Dist_0074,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0247,Dist_0075,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0247,Dist_0076,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0247,Dist_0077,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0078,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0079,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0080,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0081,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0082,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0083,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0084,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0085,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0086,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0087,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0088,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0089,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0090,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0091,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0092,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0093,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0094,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0095,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0096,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0107,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0108,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0109,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0110,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0248,Dist_0111,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0078,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0079,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0080,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0081,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0082,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0083,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0084,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0085,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0086,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0087,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0088,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0089,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0090,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0091,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0092,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0093,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0094,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0095,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0096,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0107,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0108,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0109,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0110,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0249,Dist_0111,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0250,Dist_0083,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0251,Dist_0083,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0252,Dist_0084,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0253,Dist_0084,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0254,Dist_0094,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0255,Dist_0094,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0256,Dist_0095,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0257,Dist_0095,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0258,Dist_0096,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0259,Dist_0096,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0260,Dist_0097,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0260,Dist_0099,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0261,Dist_0097,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0261,Dist_0098,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0261,Dist_0099,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0261,Dist_0100,,,,,,,,,,,,,,,,
