pred,succ,quantity
N000145,N000607,1.6099371163610143
N000379,N000883,2.470171678112999
N000200,N000836,1.2063494439778293
N000237,N000394,1.4936958954366792
N000365,N000959,2.73855279820706
N000522,N000879,1.9987682382935352
N000358,N000892,2.322961909421431
N000574,N000674,2.2389511119143415
N000119,N000366,1.2714331675085295
N000348,N000814,2.5095349216724383
N000435,N000749,2.9476073694091154
N000304,N000553,1.6760994623417778
N000333,N000557,1.0085560500446238
N000043,N000090,1.7678274839901738
N000390,N000459,1.5033534204663948
N000843,N000939,2.176035226522674
N000440,N000898,1.8800239077700969
N000017,N000977,1.6325669639783225
N000450,N000949,2.7810959139872247
N000004,N000607,1.4057218595484127
N000056,N000087,1.3360726765185635
N000357,N000465,2.201568955827951
N000797,N000833,1.2408022931271663
N000144,N000520,2.190728677738731
N000079,N000657,1.3343140471067099
N000392,N000534,2.5151816030860075
N000001,N000988,2.9592666715733724
N000531,N000665,2.6345224022908225
N000527,N000922,2.5092672638070086
N000150,N000305,2.409599690162861
N000574,N000926,1.4222859711780114
N000135,N000623,1.0918233529725683
N000748,N000983,2.9657231756554614
N000513,N000701,2.642718525459941
N000148,N000368,1.4813891333473916
N000240,N000241,1.787257127478887
N000381,N000649,2.661773222724059
N000227,N000961,2.6894802014090144
N000789,N000824,2.802496168534404
N000150,N000408,2.2734378363521133
N000272,N000623,2.430693998538338
N000408,N000858,2.8322036608343346
N000252,N000348,2.3046200039701796
N000009,N000129,2.1207392648439805
N000036,N000430,1.8391827123442142
N000176,N000698,2.738331785869205
N000058,N000760,1.677866914865866
N000279,N000693,2.0533157981416954
N000424,N000914,2.0833721937391996
N000361,N000694,2.129761467838386
N000069,N000161,1.312445799988626
N000306,N000376,2.1954584408800257
N000099,N000592,2.8288173486355124
N000133,N000717,2.600317162980229
N000098,N000736,1.4464775669789904
N000124,N000773,1.9825732410008992
N000531,N000964,2.56891446221747
N000764,N000972,1.997056680845019
N000770,N000888,1.4844787830214474
N000678,N000998,2.711879509362764
N000706,N000872,1.5860474929921515
N000083,N000939,1.3438292402138299
N000222,N000448,1.4828765555783767
N000297,N000346,2.33670496435291
N000853,N000987,1.9814008195499733
N000343,N000614,2.9072847765501377
N000154,N000682,2.7813860295937145
N000169,N000223,1.039045286860179
N000917,N000966,2.5714647288852257
N000209,N000962,1.380851973999541
N000288,N000723,2.699823500325727
N000100,N000143,1.9021341395531477
N000084,N000480,2.421612955433725
N000168,N000780,1.0404342040976096
N000099,N000330,1.9633121648541285
N000424,N000476,2.4359319109898894
N000124,N000654,1.432208033817768
N000247,N000321,2.3760331681702844
N000506,N000621,1.0871174099606413
N000682,N000860,1.1181509369762812
N000908,N000978,1.0947917947325059
N000073,N000518,2.6333642604888774
N000298,N000325,1.1819901777183006
N000182,N000513,1.8928506253999948
N000154,N000944,1.8286973178429655
N000684,N000868,1.209659977697685
N000442,N000677,2.370287411200182
N000084,N000649,2.7128161738887036
N000475,N000584,1.4238441423107286
N000629,N000662,1.7080954940360429
N000083,N000789,2.2689691858829617
N000388,N000743,1.2317490620822786
N000119,N000759,1.6969715511651413
N000442,N000953,2.30593343427756
N000174,N000542,1.2613259047831142
N000043,N000691,2.444566669128252
N000154,N000562,2.4547155547943342
N000157,N000805,2.2434787877009033
N000207,N000480,1.9675167167235958
N000330,N000689,2.5730424314973077
N000308,N000501,2.7680133991490132
N000067,N000984,2.387669788580731
N000243,N000893,1.8479262939068593
N000303,N000709,1.3585679726811757
N000180,N000777,2.822639657615114
N000110,N000793,1.9706903904438462
N000506,N000974,1.8065547198201146
N000284,N000760,2.7273389520152054
N000294,N000743,1.8148868784626448
N000600,N000616,2.6259149119968734
N000581,N000700,2.7453577082620084
N000472,N000723,1.3306825116657266
N000284,N000873,1.682916392178876
N000628,N000759,1.0380196904864274
N000761,N000792,2.0360433119031836
N000584,N000957,1.3967050815723123
N000412,N000884,1.4066313053775714
N000386,N000412,2.2122370687428536
N000807,N000888,2.8908588964461712
N000917,N000991,1.6025512682854943
N000109,N000983,2.437378793295179
N000157,N000998,2.5951696698257605
N000391,N000417,2.2781188417237854
N000434,N000986,2.1248155318781534
N000454,N000799,2.598380078073278
N000212,N000718,1.2732052534341045
N000026,N000785,2.8615864163762037
N000381,N000576,2.340465708763283
N000231,N000610,1.4430866323776095
N000587,N000878,1.412141358674798
N000419,N000871,1.980476484174758
N000074,N000394,1.4645654751428092
N000795,N000825,1.5800978819356366
N000202,N000400,2.051632424488857
N000841,N000896,2.4608231609595084
N000349,N000591,1.7637292267765827
N000084,N000927,2.9879657808252764
N000024,N000578,1.3932959715936066
N000216,N000554,1.6446494535466674
N000305,N000788,1.5349634883219994
N000213,N000529,2.470535033222842
N000132,N000654,2.6134133366216963
N000469,N000496,1.323989179604981
N000121,N000825,1.5383344550979656
N000565,N000736,2.0062131963883765
N000600,N000763,1.1197100314685733
N000507,N000663,1.3626776062420722
N000033,N000983,2.4276860438904
N000206,N000710,2.8608878274473324
N000056,N000072,1.4411234863879876
N000781,N000997,1.1461011692724838
N000780,N000979,1.1076720035037735
N000302,N000728,1.561218106201149
N000009,N000647,1.6079472825778658
N000647,N000724,1.369234215732723
N000387,N000905,2.9176566564014603
N000484,N000730,1.9478840192058833
N000032,N000126,1.3747514560571117
N000287,N000585,1.1268380153746753
N000136,N000854,1.4747969106275822
N000168,N000728,2.884439319716005
N000676,N000782,2.26888981023745
N000176,N000562,2.790508512411762
N000440,N000581,1.3308780919264656
N000096,N000932,1.789821887918144
N000408,N000583,1.4144784802427905
N000556,N000849,1.6443581096426212
N000323,N000392,2.474184432966262
N000106,N000368,1.0895470634929947
N000560,N000599,1.165581541958336
N000109,N000219,2.871043508829395
N000336,N000350,2.6301028542985563
N000404,N000543,2.2233602891453446
N000359,N000789,2.30510564872415
N000056,N000595,2.5079016102246348
N000583,N000860,1.3269216698413877
N000595,N000774,2.5313596259163607
N000161,N000459,2.1733482231109598
N000346,N000348,1.4037760256687233
N000694,N000893,1.11540870651673
N000322,N000520,2.810360378458272
N000139,N000695,2.4800312793039083
N000781,N000972,1.5677905853269798
N000024,N000327,1.0618361618005638
N000821,N000981,2.8661744359676966
N000471,N000966,1.6697613004632001
N000093,N000263,2.3786485446593524
N000280,N000709,1.2801212717607786
N000471,N000544,1.7758093626265117
N000625,N000776,1.304513112069151
N000165,N000628,2.0333785175401355
N000348,N000710,1.7270420169813072
N000105,N000762,2.48625864257108
N000436,N000455,1.256603424994307
N000118,N000608,1.6118075482337169
N000917,N000943,2.6872967210999263
N000183,N000495,1.2112386935889532
N000231,N000643,1.9861507616321792
N000004,N000039,2.603177492527081
N000020,N000160,2.0122834811288053
N000498,N000920,2.7889995824081875
N000385,N000782,2.233279935220395
N000746,N000950,1.7709033272033052
N000181,N000569,1.7303723528849586
N000330,N000474,2.067354403353945
N000406,N000486,1.3631115636184226
N000221,N000679,1.2018941030437862
N000195,N000984,2.394230707707166
N000049,N000573,2.253923655904028
N000263,N000815,1.5446219231832459
N000909,N000985,1.325339161707824
N000118,N000994,1.5569385854629587
N000135,N000786,2.9655607480088406
N000279,N000513,1.654005077372758
N000189,N000305,1.6584106217565078
N000010,N000639,1.5911466328838326
N000302,N000809,2.673395022471051
N000283,N000455,1.563039130814587
N000033,N000993,1.8647412131007715
N000245,N000970,2.04464718623514
N000134,N000919,1.9150772138131416
N000000,N000019,2.432169290071161
N000384,N000769,2.4472738278680017
N000461,N000879,2.890163548594571
N000051,N000478,1.2380699355928322
N000445,N000790,1.8055476770039418
N000358,N000914,2.5221450224640836
N000627,N000951,2.276171170767625
N000273,N000708,2.098760002430522
N000386,N000738,2.6447485980495373
N000134,N000159,1.269910823642087
N000319,N000803,2.82940602037964
N000243,N000937,1.5490148142992497
N000452,N000913,2.1613855505943267
N000765,N000868,2.494811548541401
N000442,N000455,1.381543155605555
N000563,N000957,1.3970226690959253
N000495,N000957,1.8713606224534092
N000115,N000408,1.037204437354435
N000702,N000957,1.3262658403626701
N000962,N000995,1.2124535462665194
N000579,N000863,2.9014242423474834
N000322,N000900,2.893779431094207
N000391,N000730,2.7580735800496905
N000244,N000655,2.4893002078203494
N000321,N000456,1.4626878058904567
N000574,N000790,1.5707973119878094
N000309,N000710,2.654723395208719
N000640,N000778,1.1437088881399966
N000824,N000834,1.75514626979344
N000208,N000790,2.4392292927809534
N000083,N000230,1.0785758588193857
N000564,N000688,1.1651459371365522
N000724,N000809,2.9622683628974884
N000548,N000656,2.0940127703302185
N000037,N000807,1.2611980968374894
N000020,N000250,2.1325858394763086
N000526,N000619,2.2267136836952264
N000182,N000820,2.2674788612431573
N000335,N000380,1.0656719310255673
N000212,N000669,2.016220578829234
N000142,N000816,2.8430181096256053
N000448,N000812,1.0088936216246847
N000116,N000197,2.1251949133533277
N000294,N000391,2.659663961618847
N000166,N000508,1.4330563532139915
N000496,N000916,2.962437853129564
N000261,N000819,2.5395580885971816
N000682,N000857,1.3245789463189912
N000455,N000736,1.2355623239348734
N000337,N000992,1.6553940250800385
N000654,N000883,2.0305326599819713
N000690,N000951,2.8381991058947342
N000045,N000118,2.9674734658237023
N000518,N000742,1.6503661540186103
N000234,N000268,2.666704815317278
N000754,N000971,2.8928259479082743
N000077,N000483,2.761266080792892
N000410,N000749,1.3368499003216332
N000028,N000555,2.747286008441759
N000403,N000795,2.1652782253626377
N000207,N000916,1.4386095673537613
N000222,N000814,1.1637825908038282
N000375,N000894,1.0933491204954513
N000246,N000613,1.5492537861182296
N000231,N000509,2.4538216200188465
N000063,N000117,2.5049408566909035
N000034,N000722,2.3581265712589863
N000041,N000969,1.3680674697424247
N000066,N000518,2.8952792084308188
N000209,N000627,1.1477385673410223
N000167,N000699,2.1120669293413643
N000037,N000372,2.183615239193654
N000427,N000846,1.3940902624988503
N000359,N000990,2.779412221195238
N000482,N000504,2.2453350693805074
N000532,N000621,2.5250566705960766
N000168,N000518,1.0799872664030299
N000475,N000828,1.746968673155767
N000103,N000171,1.7604740812434008
N000138,N000224,2.464862704840372
N000412,N000924,2.8245897030588774
N000002,N000508,1.3505119095479954
N000105,N000681,1.2771599273545207
N000683,N000876,1.818532233828561
N000106,N000624,2.007513945122818
N000564,N000767,2.6676208246867015
N000258,N000901,2.3273680083158474
N000648,N000758,1.9863795438800442
N000286,N000946,2.26685899871485
N000175,N000483,1.6913304323437939
N000676,N000923,1.0405019212557667
N000108,N000740,2.1012043139987524
N000523,N000916,1.7001920672432953
N000228,N000902,1.2627993122706798
N000641,N000729,2.9755698764409853
N000243,N000852,1.4050490797862631
N000794,N000869,2.39085143064663
N000387,N000914,2.6583837844480787
N000242,N000959,2.9264959393570953
N000313,N000327,2.0465896144503843
N000706,N000731,1.5371725690351787
N000606,N000968,1.3706844026667542
N000278,N000484,2.365787470663877
N000105,N000418,1.0974158532331495
N000789,N000817,1.511550843447217
N000360,N000537,1.2207076380377275
N000610,N000961,2.930295323843161
N000168,N000543,2.6015201231467473
N000473,N000763,1.973270541847615
N000049,N000900,1.3755577633161105
N000208,N000792,2.952268828067107
N000133,N000649,2.318282376561846
N000630,N000690,2.08060040150501
N000035,N000144,2.357292220568632
N000380,N000823,2.7591484475066625
N000647,N000921,2.0538388481938146
N000410,N000489,2.198836870951815
N000246,N000912,1.9661292210884427
N000231,N000459,2.401150383503837
N000370,N000511,2.3807938875437005
N000074,N000293,1.4323652074825253
N000420,N000776,2.502093940201932
N000333,N000776,2.2768040076797846
N000601,N000818,2.321685905750635
N000761,N000820,1.0060228245639489
N000227,N000262,1.6964641762736365
N000832,N000922,1.7631174900841609
N000136,N000550,2.7839424239411388
N000235,N000840,2.6847350962972305
N000685,N000868,2.3870805175884753
N000088,N000486,1.870497210739058
N000010,N000520,1.7673354370820176
N000438,N000900,1.6145612121407176
N000495,N000713,1.7582009548183555
N000093,N000903,1.5757855736468316
N000362,N000756,1.308442883201067
N000193,N000568,2.4194805490440867
N000016,N000413,2.16024823444397
N000400,N000873,2.017890380574072
N000499,N000548,1.250148954526636
N000465,N000583,2.4862733823352263
N000127,N000350,2.5530784505258737
N000332,N000768,2.05584492369133
N000429,N000500,2.8734665223434055
N000145,N000991,2.2457853011263067
N000459,N000807,1.4490263554389393
N000433,N000911,1.9188723978864575
N000213,N000898,1.4283990236026654
N000127,N000413,2.022449943597719
N000345,N000730,2.9675509677359684
N000096,N000685,2.9237843111945296
N000050,N000712,2.445704023115206
N000217,N000800,1.335146982602141
N000078,N000510,2.633857613048294
N000771,N000826,1.268453647172575
N000298,N000856,1.074313669039205
N000627,N000936,2.147108242609903
N000107,N000307,1.92112080991043
N000386,N000509,1.5749377829912707
N000217,N000573,2.3194230602697874
N000259,N000912,2.064795863769559
N000343,N000408,2.5461620218041134
N000808,N000915,2.5188517739003533
N000071,N000214,2.9281329941100607
N000359,N000458,1.2990159250329874
N000288,N000607,2.5436593514924573
N000250,N000675,1.9362516757524937
N000551,N000600,2.9722850589949914
N000784,N000979,1.1515672001044521
N000383,N000430,1.267117126325259
N000123,N000476,2.5825968366409127
N000018,N000991,1.4622382765262634
N000486,N000759,2.7634266525372366
N000566,N000831,1.699397238168185
N000080,N000908,1.2939290035042916
N000367,N000772,2.2535431437823576
N000171,N000277,1.944496822459996
N000542,N000949,1.7575875753595056
N000326,N000887,1.4650021187132958
N000128,N000249,2.554237614453108
N000577,N000886,1.2242886374378046
N000020,N000178,1.329084365916705
N000333,N000763,2.3766197187068574
N000308,N000734,2.09337524635374
N000058,N000207,2.484301362338333
N000156,N000508,1.5981181528081914
N000846,N000863,2.0062367501427456
N000201,N000836,1.7022143909008707
N000357,N000464,1.8626931678195162
N000175,N000212,2.6132042716686685
N000104,N000438,2.2263396583898105
N000144,N000739,2.7914307559101705
N000030,N000684,1.2108958352741896
N000736,N000995,1.8350551542424962
N000330,N000768,2.690223694883345
N000096,N000350,2.478074716484092
N000392,N000783,2.5399420671442545
N000147,N000821,2.4346956831965754
N000107,N000202,1.5158419135522068
N000113,N000898,2.9834037006469787
N000353,N000660,2.8782451468340198
N000173,N000874,1.343651885045114
N000109,N000415,2.5949338385518166
N000120,N000198,1.9107949684488614
N000016,N000223,1.553956095187443
N000082,N000446,1.1253171808221407
N000240,N000269,2.051656688394992
N000044,N000557,2.1868862929337602
N000065,N000559,1.660299745874756
N000354,N000621,1.835728847657465
N000119,N000633,1.4498443982804443
N000150,N000862,2.9097623956410583
N000698,N000818,1.1709247659715685
N000420,N000920,2.2019142856344067
N000781,N000953,2.4184818218033266
N000376,N000678,1.778391187775085
N000717,N000843,1.5690565166024992
N000423,N000796,2.654995593626877
N000173,N000706,2.3656573405611105
N000415,N000757,2.9370425989287123
N000091,N000323,2.0075723366951865
N000033,N000087,1.0005237531202038
N000260,N000698,1.4336987523005698
N000042,N000971,1.295232298081957
N000777,N000861,2.9394427058477364
N000310,N000583,2.107582668264799
N000077,N000806,2.250846028109609
N000335,N000751,1.6507167264734088
N000734,N000798,1.7764960139039552
N000351,N000578,2.918552862875715
N000100,N000433,2.1905773589698483
N000311,N000481,2.0308929382832845
N000120,N000819,1.3458262889191512
N000068,N000897,1.6186159255776653
N000233,N000640,2.8843423299407505
N000809,N000981,1.732656051427604
N000360,N000535,2.1787972473343253
N000470,N000499,2.736729382322223
N000388,N000900,2.7218806928451365
N000259,N000727,1.6461059881936617
N000211,N000250,1.961214211579513
N000004,N000923,1.001813760222865
N000020,N000348,2.1102273957568967
N000309,N000766,2.3470173281443802
N000532,N000950,1.9585694004745962
N000180,N000546,1.474383381356993
N000374,N000957,2.179452914670448
N000058,N000117,2.980215727992652
N000068,N000672,2.9941703763292793
N000787,N000919,2.7861915571753215
N000080,N000906,2.502756716997413
N000199,N000411,2.0332537121862204
N000015,N000340,2.4070845159040317
N000529,N000719,1.0597068997196935
N000373,N000474,2.3301784802396597
N000912,N000947,1.572278057259871
N000267,N000830,2.5683479888388137
N000405,N000625,1.416787181512505
N000223,N000427,1.3293254263789889
N000051,N000690,2.3117204334038837
N000036,N000996,1.5234209723524346
N000715,N000884,2.048773174370648
N000288,N000299,2.6922393499549138
N000100,N000474,2.1749406653263392
N000174,N000867,1.4028409315217245
N000224,N000501,2.1032490777006663
N000357,N000902,1.7328870210137128
N000213,N000845,1.5504550230829846
N000446,N000992,2.7943983160033143
N000011,N000100,1.4701396198443575
N000282,N000600,1.904344232538399
N000287,N000366,1.3893786544854627
N000540,N000995,2.4945467406718604
N000148,N000624,1.2981177382383176
N000209,N000475,2.1761207127808375
N000269,N000980,2.8645071699138653
N000534,N000763,1.0875865845770882
N000538,N000681,2.706522061600078
N000065,N000846,1.5454788374951347
N000466,N000641,1.4929903330071357
N000504,N000833,1.4482629431581804
N000254,N000486,1.4321241926254036
N000016,N000717,1.7335110618543816
N000163,N000292,1.51501351379693
N000086,N000485,1.3328234258070584
N000277,N000685,1.9647677185450383
N000451,N000795,1.6594918920240642
N000417,N000776,1.1105626242333413
N000800,N000983,1.220073223732791
N000528,N000800,1.8190886703850364
N000038,N000541,2.2908775105158794
N000621,N000713,2.402961648899968
N000821,N000888,1.6237218266638886
N000410,N000769,2.3129353816125358
N000721,N000936,2.9779056261882912
N000302,N000721,1.4308046393772527
N000715,N000882,2.3341360744356345
N000264,N000602,2.856529381229489
N000492,N000935,2.6591253156211065
N000598,N000641,1.3069237248961594
N000183,N000554,2.34399597506202
N000326,N000969,2.2517866028971816
N000042,N000529,1.4338811362067592
N000521,N000840,1.5458118274451902
N000260,N000559,1.2692763842043213
N000325,N000524,1.697316456812513
N000064,N000538,2.09632539310352
N000363,N000641,2.8806539758260707
N000290,N000745,2.1841722882628414
N000235,N000798,1.8089388339299728
N000402,N000721,2.4437453755517953
N000795,N000949,2.4998348497294476
N000004,N000228,1.6461036097011341
N000482,N000960,2.133874012385918
N000715,N000835,2.065793448564286
N000069,N000122,2.8487702493380187
N000526,N000555,1.2148754199153406
N000191,N000815,1.4261565639259617
N000166,N000394,2.855185086732318
N000030,N000156,1.7190831763520007
N000327,N000469,1.429573628484188
N000015,N000198,2.1953808385672158
N000223,N000890,1.4913273020064288
N000151,N000644,2.788455669391573
N000274,N000327,1.5733435627251486
N000238,N000599,1.6417970882447226
N000116,N000256,2.7764902973631624
N000674,N000704,1.0652260430035314
N000232,N000467,2.9483926108825873
N000139,N000852,2.4110152427432077
N000069,N000487,2.22821757964076
N000344,N000355,1.2639630983955898
N000137,N000317,1.8886978326588115
N000062,N000502,1.1070975070830902
N000672,N000738,1.2441695188353294
N000223,N000794,1.8791693106793188
N000472,N000860,1.8771282686545994
N000213,N000941,1.3028220266519932
N000526,N000922,1.016149609638119
N000119,N000634,2.2401238479067693
N000192,N000466,1.8074537701161433
N000104,N000108,2.1212281416804912
N000346,N000624,1.663587543837241
N000179,N000618,1.6593135253199522
N000253,N000660,1.1514125520481324
N000326,N000655,2.408469721107689
N000271,N000534,1.045627038387575
N000881,N000950,1.9514467265714492
N000249,N000801,1.4254083861802544
N000457,N000762,2.0098757983905804
N000751,N000838,2.2013192771271495
N000279,N000911,2.0960198548258755
N000138,N000534,2.219011032746402
N000010,N000342,1.4727666866716596
N000281,N000519,2.147856197565754
N000013,N000402,2.5528933160355507
N000135,N000520,1.0266675770520157
N000438,N000675,2.5154875124656653
N000838,N000904,1.6193029206578502
N000795,N000842,1.437737640755396
N000129,N000174,2.7407809862129615
N000252,N000619,2.8639313793191654
N000853,N000964,2.3326010869985323
N000388,N000959,2.986468892858322
N000461,N000500,1.3344716528852538
N000085,N000183,1.214567076111928
N000231,N000591,2.5820819409760976
N000274,N000486,1.749948662985818
N000548,N000923,1.2481961233965713
N000751,N000833,1.3061789199864118
N000734,N000783,2.3292148330194884
N000176,N000360,2.221738721055745
N000396,N000681,2.214377500617914
N000196,N000505,1.2356631681216754
N000127,N000659,1.7467778444101272
N000602,N000654,2.9909316677798694
N000325,N000945,2.1526038980884166
N000229,N000798,2.5413314214504106
N000471,N000851,2.2672487647992527
N000359,N000591,2.312206401929971
N000480,N000935,1.8010396036004166
N000191,N000813,2.5433344622788603
N000356,N000414,2.0051855746797917
N000230,N000935,1.441203750291697
N000382,N000603,2.2587485143463404
N000378,N000891,1.1518091087130204
N000137,N000274,1.4184653649954404
N000544,N000730,2.9145558660277144
N000505,N000834,1.6268763780954707
N000442,N000767,2.7437524156672985
N000674,N000883,2.884018874837123
N000335,N000639,1.7938069108284254
N000505,N000951,1.1732528727949576
N000613,N000771,2.416686702561752
N000065,N000281,2.6301455848800286
N000008,N000898,2.0802954885680736
N000156,N000282,1.9064479872012186
N000660,N000682,1.2908833716089514
N000179,N000736,2.6322843584349442
N000250,N000961,2.8614637596712473
N000822,N000918,2.9325209265228627
N000629,N000753,1.511910634713727
N000673,N000785,1.446613718939964
N000223,N000801,1.1595048157549668
N000022,N000611,2.203230384858958
N000495,N000777,2.9878265338889536
N000842,N000877,2.3882050023566155
N000749,N000825,2.781798306218035
N000315,N000597,1.9009787376526803
N000247,N000464,2.5496584450862203
N000197,N000259,2.5622617503770058
N000040,N000124,1.0188725850404565
N000708,N000930,1.3989148793456718
N000100,N000507,2.6416932924030645
N000363,N000714,2.578128073029972
N000070,N000924,1.9114605258605502
N000294,N000722,2.6321961612565876
N000098,N000307,1.2698839218380962
N000408,N000563,2.9631396891332553
N000237,N000580,1.468544520599528
N000070,N000922,2.281259415968483
N000730,N000830,1.0695041099527927
N000043,N000077,2.021998567115176
N000154,N000675,1.4276196148445022
N000064,N000598,1.0492411580225565
N000058,N000132,1.2715899516852842
N000670,N000905,1.5567143734243976
N000585,N000760,2.433908393150978
N000165,N000915,1.7072302905055299
N000005,N000892,2.30264335567743
N000145,N000193,2.010306050552879
N000826,N000841,2.9244113129116567
N000596,N000924,2.420556388926971
N000380,N000928,2.955415014190196
N000804,N000983,1.154789199522318
N000286,N000756,1.6772247832036669
N000624,N000803,1.368261343737504
N000126,N000937,2.8155830660613823
N000708,N000924,2.34606027448795
N000833,N000993,2.3783357564245904
N000162,N000317,1.8128395130217279
N000658,N000797,1.7341584601529048
N000388,N000883,1.3438255104792673
N000053,N000987,1.0387307079475143
N000892,N000955,2.619851593163693
N000393,N000932,2.253443906464792
N000389,N000970,2.012918058433055
N000042,N000194,1.3254845534145259
N000230,N000928,1.8137626817990764
N000196,N000930,1.9637602209440592
N000410,N000705,2.8087054550415287
N000504,N000720,1.6128640542502417
N000331,N000469,2.5777300178159486
N000705,N000996,1.4060894758764526
N000143,N000918,2.8681684504695357
N000507,N000791,1.1621372096939968
N000529,N000759,2.0884833723954688
N000156,N000917,1.4461765652552259
N000312,N000691,1.8705196300544398
N000769,N000958,2.6566868644615003
N000081,N000280,2.911498319913747
N000409,N000839,2.470979988777144
N000022,N000425,1.2480781115971102
N000278,N000653,1.621363015447706
N000268,N000749,2.827843972088904
N000737,N000884,2.515054783835245
N000195,N000795,2.4346930786025567
N000660,N000823,1.2224483768296308
N000197,N000824,2.0274908173733754
N000195,N000526,2.525686615698147
N000240,N000680,2.425687075028246
N000374,N000686,1.1078656163814888
N000046,N000686,2.772716038308902
N000202,N000967,2.1399190056476463
N000521,N000910,1.0263061639641142
N000245,N000815,1.900318663791105
N000493,N000697,1.9068583482955666
N000164,N000259,1.4861624098911947
N000512,N000596,2.897950257551096
N000525,N000958,1.253219711802006
N000084,N000785,2.9616232349807885
N000024,N000084,2.284705343488783
N000138,N000891,1.6337337506133192
N000286,N000556,1.1748922824476074
N000230,N000911,2.2860546482296913
N000628,N000749,2.2410131304047773
N000137,N000644,2.838227362782173
N000192,N000450,1.5263185005372353
N000305,N000921,2.865801031848796
N000012,N000620,2.2510267634631504
N000041,N000816,2.2348279228645547
N000327,N000830,1.6154233033247039
N000409,N000726,1.7169594124212457
N000080,N000244,1.1372563453058913
N000057,N000249,2.2318999728583586
N000296,N000853,1.5591050030633447
N000545,N000959,1.640635656459274
N000023,N000762,1.0756372975472408
N000072,N000811,1.1903739717451811
N000449,N000742,1.46695683843116
N000464,N000786,1.2142208266636805
N000525,N000689,2.6181185914939222
N000047,N000883,2.444067691782224
N000270,N000964,1.6520866531670977
N000864,N000972,1.9645240031393392
N000722,N000775,2.893640246738754
N000222,N000425,1.8734599144918018
N000226,N000325,2.8820083184035727
N000282,N000296,2.757450108872066
N000155,N000540,2.422433731049809
N000162,N000491,2.7587539866847592
N000928,N000951,1.043383468964578
N000923,N000971,2.3365808427954518
N000095,N000128,1.3314058527473789
N000276,N000377,2.4700010527060656
N000775,N000903,1.0516105657065886
N000330,N000575,1.5041110058121678
N000427,N000568,2.3189380109686404
N000596,N000963,1.69812294777826
N000102,N000896,2.8277542146804047
N000309,N000894,2.1478037075840004
N000850,N000936,2.2081792964119753
N000400,N000974,1.9304150305370462
N000187,N000973,1.6029191314787845
N000283,N000440,1.9804453732584053
N000349,N000890,2.6845263703774407
N000325,N000620,1.7611381819115257
N000017,N000257,1.3287493239541646
N000770,N000889,1.5519402199719627
N000274,N000293,2.324464187390417
N000108,N000629,2.2341615095398963
N000641,N000657,2.441920224383371
N000666,N000849,1.8779518903210666
N000305,N000775,1.891538049705657
N000124,N000581,2.1598965773495755
N000399,N000684,2.322580343754035
N000742,N000866,1.6058525152302368
N000015,N000146,1.469501699671696
N000160,N000770,1.546448134311419
N000248,N000788,1.384147321597017
N000111,N000396,1.122896236949145
N000073,N000204,1.9593394806267999
N000364,N000855,1.890845934182187
N000414,N000948,1.035868491682186
N000493,N000895,2.434469488561712
N000586,N000766,1.1884190491447186
N000230,N000553,1.6165329041408332
N000303,N000624,2.7900255597585213
N000066,N000673,2.6923194283931577
N000965,N000972,1.4072267188269276
N000425,N000615,2.972989459945075
N000886,N000952,2.0206712956242896
N000159,N000240,2.0588558097425103
N000032,N000932,2.905428856496296
N000170,N000785,1.810849468762874
N000135,N000872,1.6647591743879953
N000041,N000368,1.2950682188704974
N000272,N000800,1.9354826990925584
N000189,N000245,2.741262932097285
N000300,N000814,1.7671934359320915
N000075,N000828,1.6292582147830177
N000336,N000373,2.6060589082344263
N000503,N000560,1.278849236293377
N000679,N000979,2.5516941444583097
N000523,N000582,1.1214146549415238
N000070,N000963,2.440041117536603
N000355,N000943,1.534803671967724
N000034,N000802,1.7823517958504058
N000302,N000874,2.5367860074868855
N000457,N000473,1.5966231615187336
N000419,N000498,1.996702134376369
N000335,N000626,2.6998334116051304
N000362,N000786,2.078442245677169
N000190,N000253,1.942833700349517
N000266,N000880,2.764416695817883
N000333,N000578,1.1109230836509119
N000592,N000629,2.3027932274292082
N000206,N000808,1.531693313909148
N000576,N000775,1.0116627439212575
N000327,N000826,2.277133428450915
N000318,N000575,1.4134414087530518
N000019,N000606,1.2924779519217566
N000576,N000668,1.9512917040451798
N000956,N000993,1.5581481053300423
N000883,N000980,1.3360843059332974
N000216,N000910,1.489326788126144
N000765,N000776,2.645632763828424
N000532,N000941,2.8150353533033856
N000460,N000988,1.0504468072933586
N000320,N000726,1.4050986951614601
N000391,N000920,2.289075451009267
N000057,N000907,2.841751422644048
N000252,N000945,2.9461944433719394
N000400,N000971,1.196324978473993
N000169,N000988,1.632659389734282
N000563,N000888,1.343733926991779
N000258,N000279,1.1453683912618207
N000491,N000788,2.8293133201979885
N000041,N000852,1.6579331774062829
N000286,N000911,1.2181330648204496
N000447,N000799,2.923430890114977
N000139,N000452,1.4327264290973252
N000226,N000862,2.0183480561393465
N000305,N000922,1.5577391287445355
N000631,N000884,1.396425247602392
N000599,N000778,1.860746873989223
N000261,N000502,2.876906235764148
N000175,N000686,1.3971832088671567
N000291,N000572,2.924997647766872
N000214,N000334,2.4434408871944635
N000552,N000846,2.124071188421862
N000058,N000667,2.8304117239089885
N000202,N000357,2.8733976221828574
N000686,N000930,1.1666301078483634
N000489,N000911,2.5295986304407077
N000384,N000736,1.5106799883151198
N000245,N000906,2.8738706169961654
